"","ID.true","Word","Label","ConcValCombo","Task","BlockOrder","Response","Accuracy","EventTime","Value","RT","LogRT"
"69","638f6f1ebb540eedd7097e44","slap","test_conc","concrete-negative","Concrete","VC","abstract",0,1728921225441,"abstract",3127,8.04782935745784
"70","638f6f1ebb540eedd7097e44","puke","test_conc","concrete-negative","Concrete","VC","abstract",0,1728921227216,"abstract",3408.5,8.13402759080284
"71","638f6f1ebb540eedd7097e44","sing","test_conc","concrete-positive","Concrete","VC","concrete",1,1728921229334,"concrete",2187,7.69028602067677
"72","638f6f1ebb540eedd7097e44","weep","test_conc","concrete-negative","Concrete","VC","concrete",1,1728921231680,"concrete",3734.5,8.22536921979712
"73","638f6f1ebb540eedd7097e44","hate","test_conc","abstract-negative","Concrete","VC","concrete",0,1728921234769,"concrete",2498,7.82324569068552
"74","638f6f1ebb540eedd7097e44","degrade","test_conc","abstract-negative","Concrete","VC","concrete",0,1728921236587,"concrete",6336,8.75400293349426
"75","638f6f1ebb540eedd7097e44","bleed","test_conc","concrete-negative","Concrete","VC","abstract",0,1728921239164,"abstract",2406,7.78572089653462
"76","638f6f1ebb540eedd7097e44","wish","test_conc","abstract-positive","Concrete","VC","concrete",0,1728921241983,"concrete",3114.5,8.0438239046942
"77","638f6f1ebb540eedd7097e44","intimidate","test_conc","abstract-negative","Concrete","VC","concrete",0,1728921243556,"concrete",1876.5,7.53716361857508
"78","638f6f1ebb540eedd7097e44","vomit","test_conc","concrete-negative","Concrete","VC","abstract",0,1728921245194,"abstract",3595.5,8.18743834254255
"79","638f6f1ebb540eedd7097e44","annoy","test_conc","abstract-negative","Concrete","VC","concrete",0,1728921246759,"concrete",2062.5,7.63167411820884
"80","638f6f1ebb540eedd7097e44","violate","test_conc","abstract-negative","Concrete","VC","concrete",0,1728921248535,"concrete",1858,7.52725591937378
"81","640d988c383c60ed564dd05e","enlighten","test_conc","abstract-positive","Concrete","CV","concrete",0,1728923718384,"concrete",1506,7.31721240835984
"82","640d988c383c60ed564dd05e","dance","test_conc","concrete-positive","Concrete","CV","abstract",0,1728923719882,"abstract",1557.5,7.35083725066161
"83","640d988c383c60ed564dd05e","vomit","test_conc","concrete-negative","Concrete","CV","abstract",0,1728923721754,"abstract",1740.5,7.46192770725149
"84","640d988c383c60ed564dd05e","wish","test_conc","abstract-positive","Concrete","CV","concrete",0,1728923724789,"concrete",2143.5,7.67019528603803
"85","640d988c383c60ed564dd05e","bathe","test_conc","concrete-positive","Concrete","CV","abstract",0,1728923726745,"abstract",1720.5,7.45037022523753
"86","640d988c383c60ed564dd05e","imagine","test_conc","abstract-positive","Concrete","CV","concrete",0,1728923728788,"concrete",1653.5,7.41064953242185
"87","640d988c383c60ed564dd05e","slap","test_conc","concrete-negative","Concrete","CV","abstract",0,1728923731788,"abstract",2334.5,7.75555301441099
"88","640d988c383c60ed564dd05e","degrade","test_conc","abstract-negative","Concrete","CV","concrete",0,1728923733487,"concrete",1537,7.3375877435386
"89","640d988c383c60ed564dd05e","annoy","test_conc","abstract-negative","Concrete","CV","concrete",0,1728923735776,"concrete",1920.75,7.56047101374774
"90","640d988c383c60ed564dd05e","inspire","test_conc","abstract-positive","Concrete","CV","concrete",0,1728923737429,"concrete",1529.5,7.33269616359096
"91","640d988c383c60ed564dd05e","swing","test_conc","concrete-positive","Concrete","CV","abstract",0,1728923739083,"abstract",1558.5,7.35147909920739
"92","640d988c383c60ed564dd05e","spit","test_conc","concrete-negative","Concrete","CV","abstract",0,1728923740932,"abstract",1665,7.41758040241454
"93","640d988c383c60ed564dd05e","admired","test_conc","abstract-positive","Concrete","CV","concrete",0,1728923742888,"concrete",1649.5,7.40822749066864
"94","640d988c383c60ed564dd05e","cook","test_conc","concrete-positive","Concrete","CV","abstract",0,1728923744628,"abstract",1563,7.35436233042148
"95","640d988c383c60ed564dd05e","disown","test_conc","abstract-negative","Concrete","CV","concrete",0,1728923746584,"concrete",1731.5,7.45674336384248
"96","640d988c383c60ed564dd05e","bleed","test_conc","concrete-negative","Concrete","CV","abstract",0,1728923748813,"abstract",1934,7.56734567601324
"97","640d988c383c60ed564dd05e","profane","test_conc","abstract-negative","Concrete","CV","concrete",0,1728923750480,"concrete",1533,7.33498187887181
"98","640d988c383c60ed564dd05e","violate","test_conc","abstract-negative","Concrete","CV","concrete",0,1728923752334,"concrete",1621,7.39079852173568
"99","640d988c383c60ed564dd05e","intimidate","test_conc","abstract-negative","Concrete","CV","concrete",0,1728923754056,"concrete",1589.5,7.37117478035086
"100","640d988c383c60ed564dd05e","sleep","test_conc","concrete-positive","Concrete","CV","abstract",0,1728923755736,"abstract",1629.5,7.39602849827762
"101","640d988c383c60ed564dd05e","believe","test_conc","abstract-positive","Concrete","CV","concrete",0,1728923757418,"concrete",1530.5,7.33334975838547
"102","640d988c383c60ed564dd05e","hope","test_conc","abstract-positive","Concrete","CV","concrete",0,1728923759423,"concrete",1759,7.47250074473756
"103","640d988c383c60ed564dd05e","piss","test_conc","concrete-negative","Concrete","CV","abstract",0,1728923761112,"abstract",1648,7.40731771046942
"104","640d988c383c60ed564dd05e","smooch","test_conc","concrete-positive","Concrete","CV","abstract",0,1728923762698,"abstract",1460,7.28619171470238
"105","640d988c383c60ed564dd05e","hate","test_conc","abstract-negative","Concrete","CV","concrete",0,1728923764307,"concrete",1492.5,7.30820784526676
"106","640d988c383c60ed564dd05e","kiss","test_conc","concrete-positive","Concrete","CV","abstract",0,1728923765873,"abstract",1454,7.28207365809346
"107","640d988c383c60ed564dd05e","weep","test_conc","concrete-negative","Concrete","CV","abstract",0,1728923768149,"abstract",1937.5,7.5691537612275
"108","640d988c383c60ed564dd05e","fulfill","test_conc","abstract-positive","Concrete","CV","concrete",0,1728923769670,"concrete",1425,7.26192709270275
"109","640d988c383c60ed564dd05e","distrust","test_conc","abstract-negative","Concrete","CV","concrete",0,1728923771554,"concrete",1786.5,7.48801367746346
"110","640d988c383c60ed564dd05e","convict","test_conc","concrete-negative","Concrete","CV","concrete",1,1728923773720,"concrete",1788,7.48885295573346
"111","640d988c383c60ed564dd05e","laugh","test_conc","concrete-positive","Concrete","CV","abstract",0,1728923775316,"abstract",1498.5,7.31221988675672
"112","640d988c383c60ed564dd05e","condemn","test_conc","abstract-negative","Concrete","CV","concrete",0,1728923777445,"concrete",1820.5,7.50686646761549
"113","640d988c383c60ed564dd05e","excite","test_conc","abstract-positive","Concrete","CV","abstract",1,1728923779740,"abstract",1918.5,7.55929890968701
"114","640d988c383c60ed564dd05e","carjack","test_conc","concrete-negative","Concrete","CV","abstract",0,1728923782460,"abstract",2064.5,7.63264334532615
"115","640d988c383c60ed564dd05e","puke","test_conc","concrete-negative","Concrete","CV","abstract",0,1728923783951,"abstract",1478.5,7.29878333929253
"116","640d988c383c60ed564dd05e","zing","test_conc","abstract-positive","Concrete","CV","concrete",0,1728923786308,"concrete",2046.5,7.62388629593246
"117","640d988c383c60ed564dd05e","displease","test_conc","abstract-negative","Concrete","CV","concrete",0,1728923788375,"concrete",1729.5,7.45558762837722
"118","640d988c383c60ed564dd05e","eat","test_conc","concrete-positive","Concrete","CV","abstract",0,1728923789780,"abstract",1356.5,7.21266313209899
"119","640d988c383c60ed564dd05e","barf","test_conc","concrete-negative","Concrete","CV","abstract",0,1728923791147,"abstract",1369,7.22183582528845
"120","640d988c383c60ed564dd05e","sing","test_conc","concrete-positive","Concrete","CV","abstract",0,1728923792779,"abstract",1599,7.37713371283395
"121","640d988c383c60ed564dd05e","bathe","test_val","concrete-positive","Valence","CV","negative",0,1728923835684,"negative",1720.5,7.45037022523753
"122","640d988c383c60ed564dd05e","distrust","test_val","abstract-negative","Valence","CV","positive",0,1728923837377,"positive",1786.5,7.48801367746346
"123","640d988c383c60ed564dd05e","fulfill","test_val","abstract-positive","Valence","CV","negative",0,1728923838710,"negative",1425,7.26192709270275
"124","640d988c383c60ed564dd05e","kiss","test_val","concrete-positive","Valence","CV","negative",0,1728923840056,"negative",1454,7.28207365809346
"125","640d988c383c60ed564dd05e","barf","test_val","concrete-negative","Valence","CV","positive",0,1728923841430,"positive",1369,7.22183582528845
"126","640d988c383c60ed564dd05e","enlighten","test_val","abstract-positive","Valence","CV","negative",0,1728923842804,"negative",1506,7.31721240835984
"127","640d988c383c60ed564dd05e","excite","test_val","abstract-positive","Valence","CV","negative",0,1728923844350,"negative",1918.5,7.55929890968701
"128","640d988c383c60ed564dd05e","annoy","test_val","abstract-negative","Valence","CV","positive",0,1728923845906,"positive",1920.75,7.56047101374774
"129","640d988c383c60ed564dd05e","cook","test_val","concrete-positive","Valence","CV","negative",0,1728923847296,"negative",1563,7.35436233042148
"130","640d988c383c60ed564dd05e","eat","test_val","concrete-positive","Valence","CV","negative",0,1728923848608,"negative",1356.5,7.21266313209899
"131","640d988c383c60ed564dd05e","vomit","test_val","concrete-negative","Valence","CV","positive",0,1728923850222,"positive",1740.5,7.46192770725149
"132","640d988c383c60ed564dd05e","hope","test_val","abstract-positive","Valence","CV","negative",0,1728923851739,"negative",1759,7.47250074473756
"133","640d988c383c60ed564dd05e","inspire","test_val","abstract-positive","Valence","CV","negative",0,1728923853149,"negative",1529.5,7.33269616359096
"134","640d988c383c60ed564dd05e","bleed","test_val","concrete-negative","Valence","CV","positive",0,1728923854793,"positive",1934,7.56734567601324
"135","640d988c383c60ed564dd05e","imagine","test_val","abstract-positive","Valence","CV","negative",0,1728923856060,"negative",1653.5,7.41064953242185
"136","640d988c383c60ed564dd05e","condemn","test_val","abstract-negative","Valence","CV","positive",0,1728923857575,"positive",1820.5,7.50686646761549
"137","640d988c383c60ed564dd05e","admired","test_val","abstract-positive","Valence","CV","negative",0,1728923858920,"negative",1649.5,7.40822749066864
"138","640d988c383c60ed564dd05e","disown","test_val","abstract-negative","Valence","CV","positive",0,1728923860430,"positive",1731.5,7.45674336384248
"139","640d988c383c60ed564dd05e","sing","test_val","concrete-positive","Valence","CV","negative",0,1728923862000,"negative",1599,7.37713371283395
"140","640d988c383c60ed564dd05e","believe","test_val","abstract-positive","Valence","CV","negative",0,1728923863384,"negative",1530.5,7.33334975838547
"141","640d988c383c60ed564dd05e","laugh","test_val","concrete-positive","Valence","CV","negative",0,1728923864789,"negative",1498.5,7.31221988675672
"142","640d988c383c60ed564dd05e","profane","test_val","abstract-negative","Valence","CV","positive",0,1728923866191,"positive",1533,7.33498187887181
"143","640d988c383c60ed564dd05e","violate","test_val","abstract-negative","Valence","CV","positive",0,1728923867582,"positive",1621,7.39079852173568
"144","640d988c383c60ed564dd05e","piss","test_val","concrete-negative","Valence","CV","positive",0,1728923869193,"positive",1648,7.40731771046942
"145","640d988c383c60ed564dd05e","zing","test_val","abstract-positive","Valence","CV","negative",0,1728923870932,"negative",2046.5,7.62388629593246
"146","640d988c383c60ed564dd05e","dance","test_val","concrete-positive","Valence","CV","negative",0,1728923872553,"negative",1557.5,7.35083725066161
"147","640d988c383c60ed564dd05e","carjack","test_val","concrete-negative","Valence","CV","positive",0,1728923873966,"positive",2064.5,7.63264334532615
"148","640d988c383c60ed564dd05e","sleep","test_val","concrete-positive","Valence","CV","negative",0,1728923875550,"negative",1629.5,7.39602849827762
"149","640d988c383c60ed564dd05e","intimidate","test_val","abstract-negative","Valence","CV","positive",0,1728923877010,"positive",1589.5,7.37117478035086
"150","640d988c383c60ed564dd05e","smooch","test_val","concrete-positive","Valence","CV","negative",0,1728923878347,"negative",1460,7.28619171470238
"151","640d988c383c60ed564dd05e","puke","test_val","concrete-negative","Valence","CV","positive",0,1728923879818,"positive",1478.5,7.29878333929253
"152","640d988c383c60ed564dd05e","swing","test_val","concrete-positive","Valence","CV","negative",0,1728923881285,"negative",1558.5,7.35147909920739
"153","640d988c383c60ed564dd05e","slap","test_val","concrete-negative","Valence","CV","positive",0,1728923882958,"positive",2334.5,7.75555301441099
"154","640d988c383c60ed564dd05e","displease","test_val","abstract-negative","Valence","CV","positive",0,1728923884354,"positive",1729.5,7.45558762837722
"155","640d988c383c60ed564dd05e","spit","test_val","concrete-negative","Valence","CV","positive",0,1728923885839,"positive",1665,7.41758040241454
"156","640d988c383c60ed564dd05e","weep","test_val","concrete-negative","Valence","CV","positive",0,1728923887442,"positive",1937.5,7.5691537612275
"157","640d988c383c60ed564dd05e","hate","test_val","abstract-negative","Valence","CV","positive",0,1728923888822,"positive",1492.5,7.30820784526676
"158","640d988c383c60ed564dd05e","degrade","test_val","abstract-negative","Valence","CV","positive",0,1728923890200,"positive",1537,7.3375877435386
"159","640d988c383c60ed564dd05e","wish","test_val","abstract-positive","Valence","CV","negative",0,1728923891456,"negative",2143.5,7.67019528603803
"160","640d988c383c60ed564dd05e","convict","test_val","concrete-negative","Valence","CV","positive",0,1728923892870,"positive",1788,7.48885295573346
"161","62d1972976dd315728ead6f9","kiss","test_val","concrete-positive","Valence","VC","negative",0,1728920929533,"negative",1473.5,7.29539580217775
"162","62d1972976dd315728ead6f9","sing","test_val","concrete-positive","Valence","VC","negative",0,1728920930915,"negative",1856.5,7.52644827361713
"163","62d1972976dd315728ead6f9","smooch","test_val","concrete-positive","Valence","VC","negative",0,1728920932243,"negative",1853.5,7.52483102259079
"164","62d1972976dd315728ead6f9","disown","test_val","abstract-negative","Valence","VC","positive",0,1728920933931,"positive",2190.5,7.69188510725395
"165","62d1972976dd315728ead6f9","displease","test_val","abstract-negative","Valence","VC","negative",1,1728920937373,"negative",2740.5,7.91589566448617
"166","62d1972976dd315728ead6f9","convict","test_val","concrete-negative","Valence","VC","negative",1,1728920938979,"negative",1858,7.52725591937378
"167","62d1972976dd315728ead6f9","carjack","test_val","concrete-negative","Valence","VC","negative",1,1728920940843,"negative",2245.5,7.71668349252779
"168","62d1972976dd315728ead6f9","violate","test_val","abstract-negative","Valence","VC","negative",1,1728920942348,"negative",1786,7.48773376143644
"169","62d1972976dd315728ead6f9","fulfill","test_val","abstract-positive","Valence","VC","negative",0,1728920944139,"negative",1800,7.49554194388426
"170","62d1972976dd315728ead6f9","weep","test_val","concrete-negative","Valence","VC","negative",1,1728920946604,"negative",2059.5,7.63021851387614
"171","62d1972976dd315728ead6f9","profane","test_val","abstract-negative","Valence","VC","negative",1,1728920948260,"negative",1682,7.42773884053289
"172","62d1972976dd315728ead6f9","believe","test_val","abstract-positive","Valence","VC","positive",1,1728920949972,"positive",1779,7.48380668766583
"173","62d1972976dd315728ead6f9","swing","test_val","concrete-positive","Valence","VC","positive",1,1728920951620,"positive",1866,7.53155238140729
"174","62d1972976dd315728ead6f9","laugh","test_val","concrete-positive","Valence","VC","positive",1,1728920953172,"positive",1685,7.42952084278646
"175","62d1972976dd315728ead6f9","degrade","test_val","abstract-negative","Valence","VC","negative",1,1728920954843,"negative",1833.5,7.51398198751138
"176","62d1972976dd315728ead6f9","wish","test_val","abstract-positive","Valence","VC","positive",1,1728920956443,"positive",2169,7.68202151082687
"177","62d1972976dd315728ead6f9","vomit","test_val","concrete-negative","Valence","VC","negative",1,1728920958130,"negative",1652,7.40974195408092
"178","62d1972976dd315728ead6f9","imagine","test_val","abstract-positive","Valence","VC","positive",1,1728920959714,"positive",1881,7.53955882930103
"179","62d1972976dd315728ead6f9","sleep","test_val","concrete-positive","Valence","VC","positive",1,1728920961202,"positive",1525.5,7.33007750415672
"180","62d1972976dd315728ead6f9","cook","test_val","concrete-positive","Valence","VC","positive",1,1728920962701,"positive",1596,7.37525577800975
"181","62d1972976dd315728ead6f9","bathe","test_val","concrete-positive","Valence","VC","positive",1,1728920964507,"positive",1749,7.4667994750186
"182","62d1972976dd315728ead6f9","dance","test_val","concrete-positive","Valence","VC","positive",1,1728920966275,"positive",1699,7.43779512167193
"183","62d1972976dd315728ead6f9","hope","test_val","abstract-positive","Valence","VC","positive",1,1728920968027,"positive",1727.5,7.45443055564183
"184","62d1972976dd315728ead6f9","condemn","test_val","abstract-negative","Valence","VC","negative",1,1728920969476,"negative",1704.5,7.44102709157796
"185","62d1972976dd315728ead6f9","spit","test_val","concrete-negative","Valence","VC","negative",1,1728920971108,"negative",1938.5,7.56966975711098
"186","62d1972976dd315728ead6f9","inspire","test_val","abstract-positive","Valence","VC","negative",0,1728920972890,"negative",1659.5,7.41427163116003
"187","62d1972976dd315728ead6f9","distrust","test_val","abstract-negative","Valence","VC","negative",1,1728920974556,"negative",1972.5,7.58705705272003
"188","62d1972976dd315728ead6f9","piss","test_val","concrete-negative","Valence","VC","negative",1,1728920976227,"negative",1594,7.37400185935016
"189","62d1972976dd315728ead6f9","enlighten","test_val","abstract-positive","Valence","VC","positive",1,1728920977811,"positive",1785,7.48717369421374
"190","62d1972976dd315728ead6f9","bleed","test_val","concrete-negative","Valence","VC","negative",1,1728920979476,"negative",1634.5,7.39909222616427
"191","62d1972976dd315728ead6f9","eat","test_val","concrete-positive","Valence","VC","positive",1,1728920981011,"positive",1538.5,7.3385631947621
"192","62d1972976dd315728ead6f9","intimidate","test_val","abstract-negative","Valence","VC","negative",1,1728920982500,"negative",2010,7.60589000105312
"193","62d1972976dd315728ead6f9","barf","test_val","concrete-negative","Valence","VC","negative",1,1728920983948,"negative",1488.5,7.30552418045583
"194","62d1972976dd315728ead6f9","admired","test_val","abstract-positive","Valence","VC","positive",1,1728920985516,"positive",1610,7.38398945797851
"195","62d1972976dd315728ead6f9","puke","test_val","concrete-negative","Valence","VC","negative",1,1728920986876,"negative",1576.5,7.36296247898512
"196","62d1972976dd315728ead6f9","annoy","test_val","abstract-negative","Valence","VC","negative",1,1728920988354,"negative",1749,7.4667994750186
"197","62d1972976dd315728ead6f9","excite","test_val","abstract-positive","Valence","VC","positive",1,1728920989868,"positive",1756,7.47079377419506
"198","62d1972976dd315728ead6f9","zing","test_val","abstract-positive","Valence","VC","positive",1,1728920991494,"positive",1926,7.56320059235807
"199","62d1972976dd315728ead6f9","slap","test_val","concrete-negative","Valence","VC","negative",1,1728920993220,"negative",1833.5,7.51398198751138
"200","62d1972976dd315728ead6f9","hate","test_val","abstract-negative","Valence","VC","negative",1,1728920994628,"negative",1552,7.34729970074316
"201","62d1972976dd315728ead6f9","sleep","test_conc","concrete-positive","Concrete","VC","abstract",0,1728921034459,"abstract",1525.5,7.33007750415672
